#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
461,-534.382393361,41.9695783676,-492.412814994,1682.59134952
462,-538.322512297,44.4876742415,-493.834838056,1783.54367021
463,-544.202181566,50.2675673471,-493.934614219,2015.26384751
464,-549.965199993,55.4820011091,-494.483198884,2224.3143427
465,-552.470235128,57.695272444,-494.774962684,2313.04602281
466,-551.251529683,55.522156207,-495.729373476,2225.92419019
467,-549.388620489,54.9780648464,-494.410555642,2204.11116627
468,-548.244023923,52.9352306615,-495.308793262,2122.2124372
469,-547.519545995,51.4186542994,-496.100891696,2061.41177236
470,-547.252427928,51.2758365149,-495.976591413,2055.68610205
471,-547.422419977,52.191454231,-495.230965746,2092.39389156
472,-547.984657144,52.9633941887,-495.021262956,2123.34153377
473,-548.909407151,51.8418509509,-497.0675562,2078.37803823
474,-550.169262021,53.5922958927,-496.576966128,2148.55466691
475,-551.813969149,53.7846747615,-498.029294387,2156.26727764
476,-553.766246724,55.4144006736,-498.351846051,2221.60419138
477,-556.047658534,57.848584311,-498.199074223,2319.19240863
478,-558.647407822,61.471105963,-497.176301859,2464.42197328
479,-561.579347965,64.8414823388,-496.737865627,2599.54284786
480,-564.932665961,68.8838011776,-496.048864783,2761.60239133
481,-568.686440882,71.474050532,-497.21239035,2865.44739827
482,-572.845156721,74.7959679596,-498.049188761,2998.62551787
483,-577.033566132,77.2962939597,-499.737272172,3098.86543122
484,-574.592017854,75.5942364922,-498.997781362,3030.62869207
485,-566.003281523,67.2671859758,-498.736095547,2696.79109563
486,-560.481117764,62.8389306982,-497.642187065,2519.2590757
487,-558.014214925,60.1383480073,-497.875866918,2410.99072392
488,-554.472975193,58.3505544725,-496.122420721,2339.31676261
489,-550.040793425,52.8969681578,-497.143825268,2120.6784652
490,-545.364028506,46.8756155969,-498.488412909,1879.27800026
491,-541.107466953,43.0853413007,-498.022125652,1727.32310838
492,-538.307579465,40.375857456,-497.931722008,1618.6979028
493,-537.916521594,39.0771318473,-498.839389746,1566.63103532
494,-540.215099456,41.2735437633,-498.941555693,1654.6868089
495,-544.385997683,44.9984028077,-499.387594875,1804.01915509
496,-550.194253681,51.1401255614,-499.054128119,2050.24534984
497,-556.446127677,57.5493340756,-498.896793601,2307.19524599
498,-562.395430319,62.6846531403,-499.710777179,2513.07397462
499,-567.638485982,69.2459592013,-498.392526781,2776.1215736
500,-572.356162921,74.3406333937,-498.015529527,2980.37081932
501,-581.538814827,81.7824428514,-499.756371976,3278.71844884
502,-592.440077133,90.8257214514,-501.614355682,3641.27015738
503,-594.994124003,90.4808669085,-504.513257095,3627.44468442
504,-593.340013765,90.4594393864,-502.880574379,3626.58563926
505,-592.461707797,87.2506679075,-505.211039889,3497.94362419
506,-592.261140227,88.3822767588,-503.878863468,3543.3106576
507,-592.776915525,87.054528646,-505.722386879,3490.08025654
508,-590.102709738,82.5430286568,-507.559681081,3309.21089472
509,-581.041949218,73.9637553213,-507.078193896,2965.26149944
510,-571.4363138,64.7318834803,-506.70443032,2595.14894879
511,-565.685183663,58.4562186139,-507.228965049,2343.55291597
512,-562.029453663,53.534708806,-508.494744857,2146.24595813
513,-558.348707086,48.2768675393,-510.071839547,1935.45522406
514,-554.616750481,43.4898103853,-511.126940096,1743.53857228
515,-551.153715006,39.3993709158,-511.75434409,1579.54983724
516,-548.130806264,35.5075722427,-512.623234021,1423.52475821
517,-545.856133588,32.4502449503,-513.405888638,1300.95425226
518,-544.566790757,29.4621097869,-515.10468097,1181.1577098
519,-544.398718347,28.2180678787,-516.180650468,1131.28315221
520,-544.943447349,27.5813180802,-517.362129268,1105.75538319
521,-545.967043445,28.487471334,-517.479572111,1142.08373542
522,-547.14837408,29.9122369574,-517.236137123,1199.20364003
523,-548.342660241,30.8187439658,-517.523916275,1235.54617456
524,-549.323618018,33.0035465285,-516.320071489,1323.1365206
525,-550.290784828,33.4660165398,-516.824768288,1341.67728442
526,-553.270881589,35.1739306743,-518.096950914,1410.14882167
527,-558.507707801,39.3809541099,-519.126753691,1578.8114939
528,-563.139955703,43.8457003278,-519.294255375,1757.80646255
529,-562.989567083,46.5966855579,-516.392881525,1868.09548929
530,-558.74214177,44.3924219795,-514.349719791,1779.72493678
531,-554.506932194,42.0195202973,-512.487411896,1684.59355831
532,-550.678495243,37.8137518603,-512.864743383,1515.9811999
533,-547.239260729,33.230333219,-514.00892751,1332.22856627
534,-544.116265896,29.7182058074,-514.398060089,1191.42478813
535,-541.232180446,28.038177186,-513.19400326,1124.07120167
536,-538.568947455,25.8062518853,-512.76269557,1034.59167031
537,-536.152658941,23.1256504938,-513.027008448,927.124383573
538,-533.93849013,21.2784203958,-512.660069735,853.0675666
539,-531.928254884,19.6552639357,-512.272990948,787.994027033
540,-530.148836985,17.8483572555,-512.30047973,715.553805618
541,-528.519999077,17.1653969667,-511.35460211,688.173423955
542,-527.029689341,16.4769919506,-510.55269739,660.574759157
543,-525.7242709,15.0317222897,-510.69254861,602.63283256
544,-524.623271407,13.7846325493,-510.838638858,552.636085132
545,-523.68918902,13.8922206586,-509.796968362,556.94937178
546,-522.901296663,12.5667170797,-510.334579583,503.808955737
547,-522.342022614,11.5653571563,-510.776665458,463.663697899
548,-521.915222864,10.7970048288,-511.118218036,432.859886428
549,-521.638131028,9.96148415671,-511.676646871,399.363246483
550,-521.491883094,10.2431002609,-511.248782833,410.653443795
551,-521.460476286,10.0297841193,-511.430692167,402.101442356
552,-521.58261921,9.74329261314,-511.839326596,390.615786585
553,-521.824229032,10.5738618704,-511.250367162,423.913920656
554,-522.250819219,10.665086314,-511.585732905,427.571175878
555,-522.870793687,11.6654786831,-511.205315004,467.677643751
556,-523.659724021,12.9032476876,-510.756476333,517.300716002
557,-524.665250553,13.4622834816,-511.202967072,539.712873274
558,-525.838022183,14.2222743704,-511.615747812,570.181468502
559,-527.330878139,17.0502057524,-510.280672387,683.55532322
560,-529.059153066,18.5822092561,-510.47694381,744.974473542
561,-531.157776745,21.3725770195,-509.785199726,856.842375087
562,-533.460502289,21.9125715721,-511.547930717,878.491154949
563,-536.137918692,24.977581653,-511.160337039,1001.36966955
564,-539.259880421,28.6606087445,-510.599271676,1149.0249419
565,-542.809688559,31.760776216,-511.048912343,1273.31294222
566,-546.833243539,34.7809261183,-512.052317421,1394.39297918
567,-550.873604701,37.1867929564,-513.686811744,1490.84595506
568,-550.115974816,37.5278880273,-512.588086789,1504.52070801
569,-544.093048145,31.2729750816,-512.820073063,1253.75663498
570,-538.518765055,26.4212759345,-512.09748912,1059.24843803
571,-536.370331617,24.0832858067,-512.287045811,965.516689525
572,-534.72779588,21.7753594703,-512.95243641,872.990220593
573,-532.282419935,18.9168473524,-513.365572582,758.390361622
574,-529.096006109,16.1162514108,-512.979754698,646.112404869
575,-525.413871296,12.7924060842,-512.621465211,512.856994376
576,-521.904572605,8.00406285869,-513.900509747,320.888783038
577,-519.110316384,4.81171113294,-514.298605251,192.905047979
578,-517.57203721,3.58030397628,-513.991733234,143.5370269
579,-517.641065454,3.78033184435,-513.860733609,151.556291652
580,-519.327599412,5.12914316754,-514.198456245,205.631132354
581,-522.378375434,8.23331066934,-514.145064765,330.079496839
582,-526.300574671,11.9113360485,-514.389238623,477.53424685
583,-530.566104778,16.6654248337,-513.900679944,668.12917241
584,-534.532925331,20.6199225861,-513.913002745,826.667903765
585,-537.911813963,24.0792802757,-513.832533687,965.356104836
586,-540.498260378,25.8422605149,-514.655999863,1036.03528283
587,-542.926444114,28.694897835,-514.231546279,1150.39961683
588,-548.58552456,35.4275173624,-513.158007198,1420.31529902
589,-556.345194923,42.5872471111,-513.757947811,1707.35414498
590,-560.166778023,46.6076994108,-513.559078612,1868.53704277
591,-558.000237795,44.5195173148,-513.48072048,1784.8202825
592,-555.112580502,43.6505616786,-511.462018823,1749.98321019
593,-552.865778386,42.0302138827,-510.835564503,1685.02227204
594,-551.212765526,42.653405415,-508.559360111,1710.00648017
595,-550.113446635,41.6677181842,-508.44572845,1670.48955214
596,-549.520591188,42.2776261923,-507.242964996,1694.941214
597,-549.445864453,42.1318828173,-507.313981635,1689.09825461
598,-549.922209753,43.8297841622,-506.092425591,1757.16837173
599,-550.866002738,43.7926108537,-507.073391884,1755.67806638
600,-552.282201596,44.5932033347,-507.688998262,1787.77440938
601,-554.227920266,46.9771628661,-507.2507574,1883.34910518
602,-556.658646117,49.0958138823,-507.562832234,1968.28738693
603,-559.676053654,51.5719837228,-508.104069931,2067.55886202
604,-563.308150192,54.7550015983,-508.553148594,2195.16839615
605,-567.64663589,58.7558839012,-508.890751988,2355.56671834
606,-567.672822244,57.2173719245,-510.45545032,2293.88663853
607,-559.568207481,48.9850677029,-510.583139778,1963.84749092
608,-552.402284737,43.3894878506,-509.012796887,1739.51656788
609,-549.548175406,40.3743573988,-509.173818007,1618.63776439
610,-545.70473167,36.8995520312,-508.805179639,1479.33025452
611,-540.283430276,32.8379169201,-507.445513356,1316.49630744
612,-533.557981952,26.3467034523,-507.2112785,1056.25877222
613,-526.459989654,20.1517963422,-506.308193312,807.900377404
614,-519.901561944,13.9596434571,-505.941918487,559.652401497
615,-515.747076428,10.4024772012,-505.344599227,417.042982873
616,-515.498515282,10.0620036871,-505.436511595,403.393148591
617,-519.240040102,14.8441427733,-504.395897329,595.112631406
618,-526.059550746,20.9486055474,-505.110945199,839.84504609
619,-534.173715319,27.5006774563,-506.673037862,1102.5224411
620,-542.737014506,37.2566986015,-505.480315904,1493.64852392
621,-550.529577792,45.832032032,-504.69754576,1837.4399655
622,-557.000712956,53.1154391225,-503.885273833,2129.4371273
623,-562.043854673,58.3029094223,-503.740945251,2337.40663741
624,-570.661518495,63.8133867857,-506.848131709,2558.32573891
625,-582.198835225,73.7858501316,-508.412985093,2958.12914918
626,-585.411416075,76.4617521172,-508.949663958,3065.40803328
627,-583.802155734,75.9985725537,-507.80358318,3046.83882298
628,-583.198440769,75.7554581206,-507.442982648,3037.09218606
629,-583.559386717,78.0215319102,-505.537854807,3127.94075552
630,-584.866907208,78.1401661714,-506.726741036,3132.69689055
631,-587.182971853,79.0598726522,-508.123099201,3169.56860165
632,-583.959402683,74.6693893607,-509.290013322,2993.55088849
633,-571.7807366,63.5689742849,-508.211762315,2548.52706149
634,-564.06977251,56.967795812,-507.101976698,2283.88094812
635,-558.584814769,50.8052109466,-507.779603822,2036.81837593
636,-551.08458444,43.2971076704,-507.78747677,1735.81297833
637,-541.38528238,34.9444922239,-506.440790156,1400.95046498
638,-530.331325837,24.5160279945,-505.815297843,982.865642985
639,-519.600157743,14.0632339055,-505.536923837,563.805418973
640,-511.877210263,6.40376102826,-505.473449234,256.731502427
641,-509.512977314,4.31687039494,-505.196106919,173.066517845
642,-513.183316799,8.07107010389,-505.112246695,323.575152917
643,-521.731247777,16.219091281,-505.512156496,650.23533111
644,-532.519031601,26.2252962478,-506.293735354,1051.39146785
645,-543.454790085,37.3912203044,-506.063569781,1499.0415982
646,-552.808317115,45.5436751071,-507.264642008,1825.87952372
647,-560.103048204,52.1415646652,-507.961483539,2090.39378207
648,-565.520352386,58.451046846,-507.06930554,2343.34557597
649,-574.418424378,65.9678339888,-508.450590389,2644.69911619
650,-586.244266138,75.7120863425,-510.532179796,3035.35337949
651,-588.090415333,78.7978907693,-509.292524564,3159.06555475
652,-586.056836574,76.4051381083,-509.651698466,3063.1383359
653,-585.067870684,77.0871424256,-507.980728258,3090.48039197
654,-585.081690824,77.6037238284,-507.477966996,3111.19052139
655,-586.01812878,77.5287565715,-508.489372208,3108.18502877
656,-586.834701001,77.6565018436,-509.178199158,3113.30643094
657,-578.516178116,71.1480202283,-507.368157888,2852.37660295
658,-566.821346766,59.4612072923,-507.360139474,2383.84365326
659,-560.951240174,53.0681265393,-507.883113635,2127.54033095
660,-555.232231112,47.0641395714,-508.168091541,1886.83606544
661,-548.035584156,39.4371786549,-508.598405501,1581.06557738
662,-539.51273043,31.1177916644,-508.394938765,1247.53521734
663,-530.623289404,22.4227197852,-508.200569619,898.943373048
664,-522.507770648,15.2998346187,-507.207936029,613.381653561
665,-517.091699212,9.87934277286,-507.212356439,396.070137825
666,-515.499705538,8.71969703916,-506.780008499,349.579085117
667,-518.48508077,11.8436783897,-506.64140238,474.82180141
668,-524.570706653,16.8187050506,-507.752001603,674.274289351
669,-532.278824333,24.5770099926,-507.70181434,985.310456261
670,-539.905228775,31.6645265785,-508.240702197,1269.45422327
671,-546.512816099,39.3600799374,-507.152736161,1577.97463293
672,-551.439296115,44.0839397077,-507.355356407,1767.35765499
673,-554.846807996,48.6450520592,-506.201755937,1950.21601301
674,-561.647333739,55.3006985913,-506.346635147,2217.04579105
675,-571.181479749,63.5273078322,-507.654171916,2546.85662268
676,-572.452379361,67.3908270808,-505.06155228,2701.74795872
677,-568.448745475,63.0084080668,-505.440337408,2526.05354839
678,-565.267140579,57.2843764628,-507.982764116,2296.57289989
679,-562.790295423,54.3226971323,-508.467598291,2177.83699127
680,-560.922999317,51.863977896,-509.059021421,2079.26512378
681,-559.675760894,49.6835113565,-509.992249538,1991.8486121
682,-558.973147216,49.3039422729,-509.669204943,1976.63140761
683,-558.843395906,48.8099547994,-510.033441107,1956.82708548
684,-559.311974954,49.3363927729,-509.975582181,1977.93237208
685,-560.318252025,51.2556250708,-509.062626955,2054.87581035
686,-561.904463556,52.518320132,-509.386143424,2105.4981866
687,-564.149470711,53.9887524583,-510.160718253,2164.44890301
688,-566.023804171,55.1818650779,-510.841939093,2212.28166785
689,-561.72050622,50.5698434125,-511.150662807,2027.3823179
690,-553.191963743,43.0869502617,-510.105013481,1727.38761282
691,-547.161453906,35.3558226286,-511.805631278,1417.44100427
692,-544.317795669,32.5627571656,-511.755038503,1305.46494995
693,-541.287503857,29.1304943747,-512.157009482,1167.86300336
694,-537.700975291,24.9997282779,-512.701247013,1002.25754408
695,-533.652256083,21.1220997715,-512.530156311,846.800557487
696,-529.479667845,16.5526882105,-512.926979635,663.609478043
697,-525.757560259,12.0583833371,-513.699176922,483.429481098
698,-523.050092633,9.44501810368,-513.605074529,378.657741521
699,-521.516936337,8.03509834401,-513.481837993,322.133018534
700,-521.393210806,8.78353079238,-512.609680014,352.138227361
701,-522.831671466,10.5276053555,-512.304066111,422.059462858
702,-525.441470041,12.8693973362,-512.572072705,515.943630449
703,-528.586185813,15.500984147,-513.085201666,621.4458865
704,-531.811400971,18.6870410038,-513.124359967,749.177255622
705,-534.710177393,21.1968992856,-513.513278107,849.79932517
706,-537.01905086,23.5833778849,-513.435672975,945.475012256
707,-538.661354455,25.826639706,-512.834714749,1035.40903308
708,-540.466030114,28.2948184311,-512.171211683,1134.36013846
709,-545.311526668,31.9527720043,-513.358754664,1281.01019497
710,-551.499423843,37.1227818189,-514.376642024,1488.27970134
711,-554.050104155,39.9068549092,-514.143249246,1599.8952448
712,-551.250904078,36.7677532322,-514.483150846,1474.04634347
713,-547.243141253,32.6758324605,-514.567308793,1309.99822192
714,-543.855260493,28.6878102906,-515.167450202,1150.11547195
715,-540.875184374,25.9365412403,-514.938643134,1039.81506664
716,-538.227885957,24.4859693495,-513.741916608,981.660569737
717,-535.923349224,21.2431167894,-514.680232435,851.652218984
718,-533.932996019,19.0330531801,-514.899942839,763.049138956
719,-532.129697305,17.9179981644,-514.211699141,718.345761019
720,-530.587947961,15.6665483199,-514.921399641,628.083476295
721,-529.325157716,13.9268047275,-515.398352989,558.335872607
722,-528.234107115,13.3591704348,-514.87493668,535.578995183
723,-527.280061018,12.7520746104,-514.527986408,511.240075847
724,-526.491396283,11.3022045257,-515.189191757,453.113714865
725,-525.929958484,10.9892151402,-514.940743344,440.565739567
726,-525.52849162,11.2763137405,-514.25217788,452.07573419
727,-525.20635324,10.6876017313,-514.518751508,428.473835564
728,-525.001456017,10.5789294597,-514.422526558,424.117084049
729,-524.89955197,10.9013133681,-513.998238602,437.041692695
730,-524.948481648,11.5270988777,-513.42138277,462.129895296
731,-525.153613525,11.5094101155,-513.644203409,461.420739772
732,-525.5335553,11.7194583174,-513.814096983,469.841727101
733,-526.122105986,12.5476403731,-513.574465613,503.044156502
